timestamp,rule.description,rule.level,data.srcip,data.srcport,full_log,GeoLocation.country_name,GeoLocation.city_name,GeoLocation.location
"Mar 13, 2025 @ 21:18:23.374","PAM: User login failed.","5","218.92.0.216",,"Mar 13 21:18:21 regvision-wordpress sshd[30025]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.216  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:18:17.381","sshd: Attempt to login using a non-existent user","5","103.38.182.49","56188","Mar 13 21:18:17 regvision-wordpress sshd[30021]: Disconnected from invalid user ivan 103.38.182.49 port 56188 [preauth]",,,
"Mar 13, 2025 @ 21:18:17.381","sshd: Attempt to login using a non-existent user","5","103.38.182.49",,"Mar 13 21:18:17 regvision-wordpress sshd[30021]: Failed password for invalid user ivan from 103.38.182.49 port 56188 ssh2",,,
"Mar 13, 2025 @ 21:18:17.368","sshd: authentication failed.","5","209.38.20.118","59568","Mar 13 21:18:16 regvision-wordpress sshd[30019]: Failed password for root from 209.38.20.118 port 59568 ssh2","United States",,{"lon":-97.822,"lat":37.751}
"Mar 13, 2025 @ 21:18:15.421","PAM: User login failed.","5","103.38.182.49",,"Mar 13 21:18:15 regvision-wordpress sshd[30021]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.38.182.49",,,
"Mar 13, 2025 @ 21:18:15.421","sshd: Attempt to login using a non-existent user","5","103.38.182.49","56188","Mar 13 21:18:15 regvision-wordpress sshd[30021]: Invalid user ivan from 103.38.182.49 port 56188",,,
"Mar 13, 2025 @ 21:18:15.368","PAM: User login failed.","5","209.38.20.118",,"Mar 13 21:18:14 regvision-wordpress sshd[30019]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=209.38.20.118  user=root","United States",,{"lon":-97.822,"lat":37.751}
"Mar 13, 2025 @ 21:18:09.362","sshd: authentication failed.","5","87.120.165.133","59492","Mar 13 21:18:07 regvision-wordpress sshd[30017]: Failed password for root from 87.120.165.133 port 59492 ssh2","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:18:07.372","PAM: User login failed.","5","87.120.165.133",,"Mar 13 21:18:05 regvision-wordpress sshd[30017]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=87.120.165.133  user=root","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:18:05.357","sshd: authentication failed.","5","178.128.201.36","35852","Mar 13 21:18:04 regvision-wordpress sshd[30012]: Failed password for root from 178.128.201.36 port 35852 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:18:03.380","PAM: User login failed.","5","178.128.201.36",,"Mar 13 21:18:02 regvision-wordpress sshd[30012]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36  user=root","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:18:03.368","syslog: User missed the password more than one time","10","218.92.0.216",,"Mar 13 21:18:01 regvision-wordpress sshd[30008]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.216  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:18:03.368","sshd: authentication failed.","5","210.1.60.134","48272","Mar 13 21:18:01 regvision-wordpress sshd[30010]: Failed password for root from 210.1.60.134 port 48272 ssh2","Thailand","Nonthaburi",{"lon":100.4833,"lat":13.8}
"Mar 13, 2025 @ 21:18:03.356","sshd: authentication failed.","5","218.92.0.216","41396","Mar 13 21:18:01 regvision-wordpress sshd[30008]: Failed password for root from 218.92.0.216 port 41396 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:18:01.365","sshd: insecure connection attempt (scan).","6","46.101.36.240","60472","Mar 13 21:18:00 regvision-wordpress sshd[30014]: Did not receive identification string from 46.101.36.240 port 60472","United Kingdom","London",{"lon":-0.6658,"lat":51.5353}
"Mar 13, 2025 @ 21:18:01.365","PAM: User login failed.","5","210.1.60.134",,"Mar 13 21:18:00 regvision-wordpress sshd[30010]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=210.1.60.134  user=root","Thailand","Nonthaburi",{"lon":100.4833,"lat":13.8}
"Mar 13, 2025 @ 21:18:01.365","sshd: authentication failed.","5","218.92.0.216","41396","Mar 13 21:17:59 regvision-wordpress sshd[30008]: Failed password for root from 218.92.0.216 port 41396 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:59.360","sshd: authentication failed.","5","218.92.0.216","41396","Mar 13 21:17:57 regvision-wordpress sshd[30008]: Failed password for root from 218.92.0.216 port 41396 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:55.346","PAM: User login failed.","5","218.92.0.216",,"Mar 13 21:17:55 regvision-wordpress sshd[30008]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.216  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:47.338","sshd: Attempt to login using a non-existent user","5","187.87.144.226",,"Mar 13 21:17:45 regvision-wordpress sshd[30004]: Failed password for invalid user frappe from 187.87.144.226 port 44688 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:17:45.389","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:17:43 regvision-wordpress sshd[30004]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:17:45.336","sshd: Attempt to login using a non-existent user","5","187.87.144.226","44688","Mar 13 21:17:43 regvision-wordpress sshd[30004]: Invalid user frappe from 187.87.144.226 port 44688","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:17:29.333","syslog: User missed the password more than one time","10","218.92.0.216",,"Mar 13 21:17:28 regvision-wordpress sshd[29999]: PAM 2 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.216  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:29.320","sshd: authentication failed.","5","218.92.0.216","54496","Mar 13 21:17:28 regvision-wordpress sshd[29999]: Failed password for root from 218.92.0.216 port 54496 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:27.318","sshd: authentication failed.","5","218.92.0.216","54496","Mar 13 21:17:25 regvision-wordpress sshd[29999]: Failed password for root from 218.92.0.216 port 54496 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:25.316","sshd: authentication failed.","5","218.92.0.216","54496","Mar 13 21:17:23 regvision-wordpress sshd[29999]: Failed password for root from 218.92.0.216 port 54496 ssh2","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:23.314","PAM: User login failed.","5","218.92.0.216",,"Mar 13 21:17:21 regvision-wordpress sshd[29999]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=218.92.0.216  user=root","China",,{"lon":118.7778,"lat":32.0617}
"Mar 13, 2025 @ 21:17:09.299","sshd: authentication failed.","5","87.120.165.133","40616","Mar 13 21:17:07 regvision-wordpress sshd[29997]: Failed password for root from 87.120.165.133 port 40616 ssh2","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:17:07.297","PAM: User login failed.","5","87.120.165.133",,"Mar 13 21:17:05 regvision-wordpress sshd[29997]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=87.120.165.133  user=root","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:17:03.305","sshd: authentication failed.","5","187.87.144.226","48860","Mar 13 21:17:01 regvision-wordpress sshd[29989]: Failed password for root from 187.87.144.226 port 48860 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:17:01.307","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:16:59 regvision-wordpress sshd[29989]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226  user=root","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:16:41.284","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 21:16:39 regvision-wordpress sshd[29985]: Failed password for invalid user ubuntuserver from 178.128.201.36 port 48050 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:16:39.280","PAM: User login failed.","5","178.128.201.36",,"Mar 13 21:16:37 regvision-wordpress sshd[29985]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:16:39.280","sshd: authentication failed.","5","210.1.60.134","40924","Mar 13 21:16:37 regvision-wordpress sshd[29986]: Failed password for root from 210.1.60.134 port 40924 ssh2","Thailand","Nonthaburi",{"lon":100.4833,"lat":13.8}
"Mar 13, 2025 @ 21:16:39.268","sshd: Attempt to login using a non-existent user","5","178.128.201.36","48050","Mar 13 21:16:37 regvision-wordpress sshd[29985]: Invalid user ubuntuserver from 178.128.201.36 port 48050","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:16:37.266","PAM: User login failed.","5","210.1.60.134",,"Mar 13 21:16:36 regvision-wordpress sshd[29986]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=210.1.60.134  user=root","Thailand","Nonthaburi",{"lon":100.4833,"lat":13.8}
"Mar 13, 2025 @ 21:16:23.259","sshd: authentication failed.","5","187.87.144.226","42756","Mar 13 21:16:22 regvision-wordpress sshd[29983]: Failed password for root from 187.87.144.226 port 42756 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:16:21.270","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:16:20 regvision-wordpress sshd[29983]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226  user=root","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:16:11.266","sshd: authentication failed.","5","87.120.165.133","42588","Mar 13 21:16:09 regvision-wordpress sshd[29981]: Failed password for root from 87.120.165.133 port 42588 ssh2","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:16:09.251","PAM: User login failed.","5","87.120.165.133",,"Mar 13 21:16:07 regvision-wordpress sshd[29981]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=87.120.165.133  user=root","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:15:39.209","sshd: Attempt to login using a non-existent user","5","187.87.144.226",,"Mar 13 21:15:37 regvision-wordpress sshd[29969]: Failed password for invalid user mark from 187.87.144.226 port 54074 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:15:37.268","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:15:35 regvision-wordpress sshd[29969]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:15:37.267","sshd: Attempt to login using a non-existent user","5","187.87.144.226","54074","Mar 13 21:15:35 regvision-wordpress sshd[29969]: Invalid user mark from 187.87.144.226 port 54074","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:15:19.194","sshd: authentication failed.","5","210.1.60.134","36868","Mar 13 21:15:18 regvision-wordpress sshd[29967]: Failed password for root from 210.1.60.134 port 36868 ssh2","Thailand","Nonthaburi",{"lon":100.4833,"lat":13.8}
"Mar 13, 2025 @ 21:15:17.187","PAM: User login failed.","5","210.1.60.134",,"Mar 13 21:15:16 regvision-wordpress sshd[29967]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=210.1.60.134  user=root","Thailand","Nonthaburi",{"lon":100.4833,"lat":13.8}
"Mar 13, 2025 @ 21:15:15.185","sshd: Attempt to login using a non-existent user","5","178.128.201.36",,"Mar 13 21:15:13 regvision-wordpress sshd[29963]: Failed password for invalid user oracle from 178.128.201.36 port 57904 ssh2","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:15:11.194","PAM: User login failed.","5","178.128.201.36",,"Mar 13 21:15:10 regvision-wordpress sshd[29963]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=178.128.201.36","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:15:11.194","sshd: authentication failed.","5","87.120.165.133","45948","Mar 13 21:15:10 regvision-wordpress sshd[29964]: Failed password for root from 87.120.165.133 port 45948 ssh2","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:15:11.194","sshd: Attempt to login using a non-existent user","5","178.128.201.36","57904","Mar 13 21:15:10 regvision-wordpress sshd[29963]: Invalid user oracle from 178.128.201.36 port 57904","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:15:09.181","PAM: User login failed.","5","87.120.165.133",,"Mar 13 21:15:08 regvision-wordpress sshd[29964]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=87.120.165.133  user=root","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:15:05.175","sshd: Attempt to login using a non-existent user","5","64.227.78.79",,"Mar 13 21:15:03 regvision-wordpress sshd[29961]: Failed password for invalid user spark from 64.227.78.79 port 52754 ssh2","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 21:15:03.193","PAM: User login failed.","5","64.227.78.79",,"Mar 13 21:15:01 regvision-wordpress sshd[29961]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=64.227.78.79","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 21:15:03.173","sshd: Attempt to login using a non-existent user","5","64.227.78.79","52754","Mar 13 21:15:01 regvision-wordpress sshd[29961]: Invalid user spark from 64.227.78.79 port 52754","United States","New York",{"lon":-74,"lat":40.7157}
"Mar 13, 2025 @ 21:15:01.183","sshd: authentication failed.","5","187.87.144.226","46210","Mar 13 21:15:00 regvision-wordpress sshd[29958]: Failed password for root from 187.87.144.226 port 46210 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:14:59.222","sshd: insecure connection attempt (scan).","6","188.166.162.52","45550","Mar 13 21:14:58 regvision-wordpress sshd[29960]: Did not receive identification string from 188.166.162.52 port 45550","Germany","Frankfurt am Main",{"lon":8.6843,"lat":50.1188}
"Mar 13, 2025 @ 21:14:59.169","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:14:58 regvision-wordpress sshd[29958]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226  user=root","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:14:33.162","sshd: Attempt to login using a non-existent user","5","157.66.218.174","53012","Mar 13 21:14:32 regvision-wordpress sshd[29956]: Disconnected from invalid user ivan 157.66.218.174 port 53012 [preauth]",,,
"Mar 13, 2025 @ 21:14:33.149","sshd: Attempt to login using a non-existent user","5","157.66.218.174",,"Mar 13 21:14:32 regvision-wordpress sshd[29956]: Failed password for invalid user ivan from 157.66.218.174 port 53012 ssh2",,,
"Mar 13, 2025 @ 21:14:31.160","PAM: User login failed.","5","157.66.218.174",,"Mar 13 21:14:30 regvision-wordpress sshd[29956]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=157.66.218.174",,,
"Mar 13, 2025 @ 21:14:31.160","sshd: Attempt to login using a non-existent user","5","157.66.218.174","53012","Mar 13 21:14:30 regvision-wordpress sshd[29956]: Invalid user ivan from 157.66.218.174 port 53012",,,
"Mar 13, 2025 @ 21:14:25.146","sshd: authentication failed.","5","187.87.144.226","40736","Mar 13 21:14:23 regvision-wordpress sshd[29953]: Failed password for root from 187.87.144.226 port 40736 ssh2","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:14:21.157","PAM: User login failed.","5","187.87.144.226",,"Mar 13 21:14:20 regvision-wordpress sshd[29953]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.87.144.226  user=root","Brazil","São Paulo",{"lon":-46.6322,"lat":-23.63}
"Mar 13, 2025 @ 21:14:13.153","sshd: Attempt to login using a non-existent user","5","54.37.10.124","54284","Mar 13 21:14:11 regvision-wordpress sshd[29951]: Disconnected from invalid user nexus 54.37.10.124 port 54284 [preauth]","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:14:13.141","sshd: Attempt to login using a non-existent user","5","54.37.10.124",,"Mar 13 21:14:11 regvision-wordpress sshd[29951]: Failed password for invalid user nexus from 54.37.10.124 port 54284 ssh2","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:14:11.153","sshd: authentication failed.","5","87.120.165.133","59374","Mar 13 21:14:10 regvision-wordpress sshd[29949]: Failed password for root from 87.120.165.133 port 59374 ssh2","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:14:09.153","PAM: User login failed.","5","54.37.10.124",,"Mar 13 21:14:08 regvision-wordpress sshd[29951]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=54.37.10.124","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:14:09.153","sshd: Attempt to login using a non-existent user","5","54.37.10.124","54284","Mar 13 21:14:08 regvision-wordpress sshd[29951]: Invalid user nexus from 54.37.10.124 port 54284","France",,{"lon":2.3387,"lat":48.8582}
"Mar 13, 2025 @ 21:14:09.140","PAM: User login failed.","5","87.120.165.133",,"Mar 13 21:14:08 regvision-wordpress sshd[29949]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=87.120.165.133  user=root","Bulgaria",,{"lon":23.3333,"lat":42.7}
"Mar 13, 2025 @ 21:14:07.151","sshd: Attempt to login using a non-existent user","5","8.219.196.126","54458","Mar 13 21:14:05 regvision-wordpress sshd[29947]: Disconnected from invalid user geonode 8.219.196.126 port 54458 [preauth]","Singapore","Singapore",{"lon":103.8547,"lat":1.2929}
"Mar 13, 2025 @ 21:14:05.139","sshd: Attempt to login using a non-existent user","5","8.219.196.126",,"Mar 13 21:14:05 regvision-wordpress sshd[29947]: Failed password for invalid user geonode from 8.219.196.126 port 54458 ssh2","Singapore","Singapore",{"lon":103.8547,"lat":1.2929}
